worker,declaration,answer
A2LV5QYHH24OMY,get lost,None
A2I3Y0L38HMQLZ,Nothing!,None
A2I3Y0L38HMQLZ,LOWER YOUR PRICES.,Price
A34M93NJC830DP,go away,None
A2LV5QYHH24OMY,bring in womens v neck jumpers in all sizes please!!,Products|Size
A1KYGP10BH4FXU,erewr,None
A2LV5QYHH24OMY,cheaper clothers,Price
A2I3Y0L38HMQLZ,easy to use,Navigation
A2LV5QYHH24OMY,could be cheaper.,Price
A2LV5QYHH24OMY,The layout!,Navigation
A2I3Y0L38HMQLZ,make it faster,Latency
A2I3Y0L38HMQLZ,give me free stuff,None
A1SFABJ4NX5DFY,Your clothes are too expensive,Price|Products
A2I3Y0L38HMQLZ,I need to return order no.,None
A2LV5QYHH24OMY,PRICES,Price
A2LV5QYHH24OMY,lower the prices so i can afford everything,Price
A312KFQ78WB3A4,thank you very much,None
A2LV5QYHH24OMY,Loading speed of tabs...,Latency
A2LV5QYHH24OMY,organisation,Navigation
A312KFQ78WB3A4,thank you,None
A2I3Y0L38HMQLZ,Love to see more sportswear please!,Range
A2LV5QYHH24OMY,Overall I think the pages should look simplier; there is too much stuff on the pages so the pages are not that stylish they could be.,Navigation
A2LV5QYHH24OMY,It is clear and easy to use,Navigation
A2LV5QYHH24OMY,Very good so far and easy to use,Navigation
A1KYGP10BH4FXU,cheaper prices.,Price
A2LV5QYHH24OMY,very slow,Latency
A2LV5QYHH24OMY,To be able to use gift cards to buy online,MoreFunc
A2I3Y0L38HMQLZ,I think the site is clear and easy to find what you need,Navigation
A2LV5QYHH24OMY,not that inspirering.,None
A2LV5QYHH24OMY,You should sell Lipsy on your website,Products
A2LV5QYHH24OMY,i mean i know its your shop and your prices,Price
A1KYGP10BH4FXU,the price,Price
A312KFQ78WB3A4,it would be easier when you are searching for specific things to be able to select more than one option&#44; for example&#44; dresses and jackets,MoreFunc
A2LV5QYHH24OMY,Photos are not 100%,Images
AVX3SWFMBEPMZ,like how you can save things from your shopping bag for later.,Navigation
A2BWMYV8JU7RO4,the site is very slowly working,Latency
A2LV5QYHH24OMY,i like the pictures,Images
A2LV5QYHH24OMY,really?,None
A2LV5QYHH24OMY,lower the prices,Price
A2I3Y0L38HMQLZ,too expensive&#44; lower the prices!!!,Price
A2LV5QYHH24OMY,make the clothes cheaper i cant afford anything.,Price
A2LV5QYHH24OMY,I am very pleased that you are now stocking larger sizes ie 14/16.,Size
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,You need to get more stock!,Stock
A2LV5QYHH24OMY,make the prices cheaper,Price
A312KFQ78WB3A4,prices..,Price
A2LV5QYHH24OMY,MAKE YOUR CLOTHES MORE AFFORDABLE PLEASE,Price
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,the items are lovely and if you make jeans joggers i guarantee you that it'll be a top seller ;) overall keep up the great job xoxo,Range
A2LV5QYHH24OMY,price!,Price
A312KFQ78WB3A4,have more sizes.,Size
A2LV5QYHH24OMY,price,Price
A312KFQ78WB3A4,everything is fine,None
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,its great,None
A2I3Y0L38HMQLZ,good easy browsing.,Navigation
A312KFQ78WB3A4,everything,None
A2LV5QYHH24OMY,i like your site in general its nice and helpful your search works well however&#44; the sizes are alot harder to navigate when you are not in the store to try it on how many people know their waist size they only know their size 10 12 14 16 18 20 etc make it easier for people by saying a w28 is equivalent to a size 10 etc,Size|Navigation
A3SWVCOJPJM7KQ,Particularly like the range of crop tops and would like to see more of everything,Products|Range
A1KYGP10BH4FXU,Need better visual images - lot of the flowers look cheap - everything seems to be pink e.g vintage flora&#44; oriental breeze - need more elegant boquets and photo shots,Latency|None
A2LV5QYHH24OMY,its too expensive:(((,Price
A2LV5QYHH24OMY,improve on the price!,Price
A2LV5QYHH24OMY,i would like to see more smaller sizes e.g,Range|Size
A312KFQ78WB3A4,love it,None
A2I3Y0L38HMQLZ,Have a wishlist,MoreFunc
AVX3SWFMBEPMZ,the price!,Price
A2I3Y0L38HMQLZ,coats,Range
A2LV5QYHH24OMY,very slow,Latency
A2I3Y0L38HMQLZ,It won't even open!,Latency
A312KFQ78WB3A4,make your clothes cheaper,Price
A2LV5QYHH24OMY,Make your prices lower please!,Price
AVX3SWFMBEPMZ,opening hours,None
A1KYGP10BH4FXU,Love the ease of using your site&#44; great selection and variety of quality blooms to choose from&#44;  with prices that suit everyone's pocket&#44; always positive feedback from recipients&#44; ticks all my boxes,None
A2I3Y0L38HMQLZ,make everything the price of primark stuff&#44; im too poor to buy thing oxoxxoxoxoxoxoxoox lylylyl xxx,Price
A2LV5QYHH24OMY,I love your site :),Navigation
A2LV5QYHH24OMY,The price is to high.,Price
A312KFQ78WB3A4,All good.,None
A2I3Y0L38HMQLZ,Shipping Costs!,Delivery
A2QN0EGBRGJU1M,get more sizes!!,Products|Size
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,CHEAPER PRICES?,Price
A2LV5QYHH24OMY,I like the format you have adopted to refine the searches all down the left hand side of the pages.,Navigation
A2LV5QYHH24OMY,I was just about to log out!,None
A2I3Y0L38HMQLZ,More availability of gilets in stores; tunbridge wells,Range
A2I3Y0L38HMQLZ,I like the different selections of shoes that you have and you have a lot,Range
A312KFQ78WB3A4,have a quick buy function so you can add to your basket without navigating away from the page!,MoreFunc
A312KFQ78WB3A4,free delivery,Delivery
A2LV5QYHH24OMY,perfect,None
A312KFQ78WB3A4,lower your rprices,Price
A2LV5QYHH24OMY,Maybe give the price conversion for other countries to see how much they're spending :) Other wise love this site,MoreFunc
A2I3Y0L38HMQLZ,All your items are lovely,Products
A312KFQ78WB3A4,It should be easier to navigate and find the specific clothes&#44; you are searching for,Navigation
A2LV5QYHH24OMY,seems ok.,None
A2LV5QYHH24OMY,prices could be improved on by making them a bit cheaper!!!,Price
A1KYGP10BH4FXU,Lower your prices.,Price
AVX3SWFMBEPMZ,free store delivery,Delivery
A1KYGP10BH4FXU,russia,Delivery
A2I3Y0L38HMQLZ,LOWER PRICES AND SHIP TO CANADA THANKS,Delivery|Price
A2LV5QYHH24OMY,free shipping to Australia!,Delivery
A1LRRDBA84ITCJ,little bit cheaper?,Price
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,reduce prices,Price
A2LV5QYHH24OMY,MORE SIZES!,Size
A312KFQ78WB3A4,i love it,None
A2LV5QYHH24OMY,mail to the usa please,Delivery
A2I3Y0L38HMQLZ,plus size,Range|Size
A2LV5QYHH24OMY,more currency options.,MoreFunc
A2LV5QYHH24OMY,Quicker to load pages,Latency
A2LV5QYHH24OMY,its great!,None
A312KFQ78WB3A4,more sales.,Price
A312KFQ78WB3A4,too expensive,Price
A2I3Y0L38HMQLZ,cheaper!,Price
A2LV5QYHH24OMY,nothing,None
A2I3Y0L38HMQLZ,the ability to use gift cards,MoreFunc
A312KFQ78WB3A4,However the website is well designed and easy to use!,Navigation
A1KYGP10BH4FXU,its perfect!,Navigation
A2LV5QYHH24OMY,I really like your site: you could create a 'personalized' newsletter according the favourite boutiques and designers.,MoreFunc
A1KYGP10BH4FXU,All good!,None
A2I3Y0L38HMQLZ,delivery charges.,Delivery
A2QN0EGBRGJU1M,don't improve anything.,None
A2I3Y0L38HMQLZ,i love the site...........more joggers,Range|Navigation
A2LV5QYHH24OMY,nothing,None
A2I3Y0L38HMQLZ,cheaper,Price
A2LV5QYHH24OMY,All in all&#44; fantasic layout and i love your clothes,Products|Navigation
A2LV5QYHH24OMY,lower the prices,Price
A2LV5QYHH24OMY,You need to have bigger size clothes,Size
A2LV5QYHH24OMY,it is too slow and I could easily give up!,Latency
A2LV5QYHH24OMY,price,Price
A2LV5QYHH24OMY,have the option to choose which currency to view the prices in.,MoreFunc
A2I3Y0L38HMQLZ,lower your prices- i can't afford anything!,Price
A2LV5QYHH24OMY,Very slow opening pages,Latency
AVX3SWFMBEPMZ,have cheaper sale !,Price
A2I3Y0L38HMQLZ,interactive element where people can talk about their favourite trends from the store :D,MoreFunc
A2I3Y0L38HMQLZ,spent 76.00 and not discounting shipping?,Delivery
A2LV5QYHH24OMY,its quite expensive,Price
A312KFQ78WB3A4,lower prices!,Price
A1KYGP10BH4FXU,Speed of your website is too slow,Latency
A2LV5QYHH24OMY,more offers on delivery would be helpful and more encouraging to shop online,Delivery
A2I3Y0L38HMQLZ,may be improved by showing items in australian dollars,MoreFunc
A312KFQ78WB3A4,i love it,None
A2I3Y0L38HMQLZ,the speed.,Latency
AVX3SWFMBEPMZ,get cheaper,Price
A1KYGP10BH4FXU,love the wear with advice.,Navigation
A2LV5QYHH24OMY,get more clothes in.,Range
A2I3Y0L38HMQLZ,i think its perfect,None
A2LV5QYHH24OMY,Its easy to navigate around.,Navigation
A2LV5QYHH24OMY,You Could Add More Of The Same Products So That It Doesn't Go Out Of Stock Very Quickly.,Stock
A2LV5QYHH24OMY,lower the price.,Price
A2LV5QYHH24OMY,Thank you,None
A2I3Y0L38HMQLZ,the petite section&#44; make it bigger,Range
A2I3Y0L38HMQLZ,I think it is vry good and easy to navigate around thanks,Navigation
A2LV5QYHH24OMY,Nothing.,None
AVX3SWFMBEPMZ,get cheaper,Price
A2I3Y0L38HMQLZ,get better clothes.,Products|Range
A2LV5QYHH24OMY,put the prices down abit,Price
A312KFQ78WB3A4,I like your site,None
A2I3Y0L38HMQLZ,to have a currency converter so you can know strait away how much you are spending (for worldwide countries) :),MoreFunc
A2LV5QYHH24OMY,the prices these days are horrendous,Price
A312KFQ78WB3A4,amazing,None
A2LV5QYHH24OMY,Shoe categories are not very helpful.,Navigation
A312KFQ78WB3A4,i like that its easy to find your way around the site.,Navigation
A2I3Y0L38HMQLZ,Your site is amazing!,None
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,prices,Price
A312KFQ78WB3A4,Very good!,None
A2LV5QYHH24OMY,i like all,None
A1KYGP10BH4FXU,Love the ease of using your site&#44; great selection and variety of quality blooms to choose from&#44;  with prices that suit everyone's pocket&#44; always positive feedback from recipients&#44; ticks all my boxes,None
A2LV5QYHH24OMY,could be cheaper.,Price
A2QN0EGBRGJU1M,like the layout...,None
A2I3Y0L38HMQLZ,cheaper,Price
A2LV5QYHH24OMY,ship to us,Delivery
A1KYGP10BH4FXU,make the clothes cheaper,Price
A2LV5QYHH24OMY,shoes,Products
A2LV5QYHH24OMY,I think the site coul be improved by&#44; having every picture available both normlly on the model&#44; a slightly more lively desing as the background etc and have a search engine within categories to make it easier for people to findtheir item,Images|MoreFunc
A312KFQ78WB3A4,too expensive,Price
A2LV5QYHH24OMY,You Could Add More Of The Same Products So That It Doesn't Go Out Of Stock Very Quickly.,Stock
A2LV5QYHH24OMY,some stuff is out of stock etc.,Stock
A2LV5QYHH24OMY,Lower the prices on your clothes,Price
A312KFQ78WB3A4,prices,Price
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,price,Price
A1KYGP10BH4FXU,just perfect,None
A2LV5QYHH24OMY,I really like the site.,Navigation
A2I3Y0L38HMQLZ,Cheaper prices.,Price
A2I3Y0L38HMQLZ,your bank payment section is annoyingly slow,Latency
A2BWMYV8JU7RO4,More younger looking styles for teenagers who still havent gone on to that older look.,Range
A2LV5QYHH24OMY,great,None
A312KFQ78WB3A4,lower prices,Price
A1KYGP10BH4FXU,the price,Price
A2I3Y0L38HMQLZ,But really annoying you don't have photos of all the styles on the models,Images
A2LV5QYHH24OMY,I like the variety of clothes on the websites as for in a clothing store.,Range
A2LV5QYHH24OMY,lower the prices i cant afford anything,Price
A2LV5QYHH24OMY,Make a U.S and Canadian paying option,MoreFunc
A312KFQ78WB3A4,free delivery,Delivery
A2I3Y0L38HMQLZ,nothing its perfect.,None
A2LV5QYHH24OMY,do u sell nose rings,Products
A2I3Y0L38HMQLZ,make it faster,Latency
A312KFQ78WB3A4,Toooo slow,Latency
A2QN0EGBRGJU1M,I live in United States and I can't see that as an option for shipping,Delivery
AVX3SWFMBEPMZ,lower your prices!,Price
A2LV5QYHH24OMY,its quite expensive,Price
A312KFQ78WB3A4,lower your prices,Price
A2QN0EGBRGJU1M,To expensive,Price
A2I3Y0L38HMQLZ,It would be so much easier to use your website if you could select more than one category at a time&#44; so you can look at a range of dress of styles or colours that your interested in&#44; rather than just one at a time.,Navigation|MoreFunc
A2LV5QYHH24OMY,get real,None
A312KFQ78WB3A4,its too expensive,Price
A2LV5QYHH24OMY,easy to navigate,Navigation
A312KFQ78WB3A4,Have more free delivery days,Delivery
A2LV5QYHH24OMY,be cheaper,Price
A2LV5QYHH24OMY,to expensive,Price
A2LV5QYHH24OMY,it is great!,None
A2I3Y0L38HMQLZ,super,None
A2I3Y0L38HMQLZ,I love your clothes soooooooooooooooo much.,Products
A2LV5QYHH24OMY,cheaper delivery,Delivery
A2LV5QYHH24OMY,all of it,None
A2LV5QYHH24OMY,bit plain ain't it?!,Navigation
A1KYGP10BH4FXU,speed,Latency
A312KFQ78WB3A4,prices,Price
A2LV5QYHH24OMY,More of new cutting-edge designers,Range
A2BWMYV8JU7RO4,a shirt for $50 thats plain..come on..,Price
A312KFQ78WB3A4,Thanks.,None
A1KYGP10BH4FXU,just saying,None
A1SFABJ4NX5DFY,add a sort by price,MoreFunc
A1KYGP10BH4FXU,lower the prices!,Price
A312KFQ78WB3A4,make everything cheaper,Price
A2LV5QYHH24OMY,Really terrible - confusing site.,Navigation
A2LV5QYHH24OMY,price,Price
A2LV5QYHH24OMY,i would like to see more smaller sizes e.g,Range|Size
A2I3Y0L38HMQLZ,make stuff cheaper,Price
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,i don't know how to ship to the U.S.,Delivery
A2LV5QYHH24OMY,i can't afford anything LOWER YOUR PRICES,Price
A1KYGP10BH4FXU,LOWER PRICER,Price
A2LV5QYHH24OMY,Price,Price
A2LV5QYHH24OMY,make your stuff cheaper!!,Price
A2BWMYV8JU7RO4,nothing i love it,None
A2LV5QYHH24OMY,great,None
A2LV5QYHH24OMY,cheaper clothes,Price
A312KFQ78WB3A4,lower your prices,Price
A312KFQ78WB3A4,everything,None
A2LV5QYHH24OMY,the prices!,Price
A2LV5QYHH24OMY,Nothing,None
A312KFQ78WB3A4,better clothes,Products
A2LV5QYHH24OMY,i like your site in general its nice and helpful your search works well however&#44; the sizes are alot harder to navigate when you are not in the store to try it on how many people know their waist size they only know their size 10 12 14 16 18 20 etc make it easier for people by saying a w28 is equivalent to a size 10 etc,Size|Navigation
A2LV5QYHH24OMY,great,None
A2I3Y0L38HMQLZ,the checkout process is made simple and easy to use.,Navigation
A2LV5QYHH24OMY,Too expensive,Price
A2LV5QYHH24OMY,Love that your site has suggestions of what t pair items with.,Navigation
A2LV5QYHH24OMY,Delivery charges!,Delivery
A2LV5QYHH24OMY,Ship to norway!!,Delivery
A2I3Y0L38HMQLZ,Never mind been pregnant again and not having any clothes that fit,None
A2I3Y0L38HMQLZ,the only thing I can think to change is to be able to see all the clothes in that category on the same page rather than seeing 200 then having to change a page as it gets quite irritating if there are alot of pages.,Navigation
A312KFQ78WB3A4,have a sale!!,Price
A2LV5QYHH24OMY,lower the prices,Price
A2I3Y0L38HMQLZ,very clear and set out nicely,Navigation
A2LV5QYHH24OMY,cheaper clothes,Price
A2LV5QYHH24OMY,I like how clear and well organised the site is.,Navigation
A312KFQ78WB3A4,Faster shipping,Delivery
A15MK127K9F2DZ,Cheaper prices,Price
A2I3Y0L38HMQLZ,Clothes are just very cool!,Products
A2LV5QYHH24OMY,Cheaper shipping/Free shipping above a certain amount.,Delivery
A312KFQ78WB3A4,free delivery,Delivery
A2LV5QYHH24OMY,make things cheaper,Price
A2LV5QYHH24OMY,good site,None
A312KFQ78WB3A4,too expensive!!,Price
A2I3Y0L38HMQLZ,Making it clearer how to get student discount,MoreFunc
A2LV5QYHH24OMY,the prices are high.,Price
AVX3SWFMBEPMZ,Offer free delivery & returns.,Delivery
A312KFQ78WB3A4,make your clothes cheaper,Price
A2LV5QYHH24OMY,easy to navigate,Navigation
A1KYGP10BH4FXU,how am I suppose to know the size of shoes.,Size
A2LV5QYHH24OMY,have a section on the site for 'my recently viewed'.,MoreFunc
A2LV5QYHH24OMY,The site doesn't render properly in Chrome!,Latency
AVX3SWFMBEPMZ,I dont think you can improve it.,None
A1KYGP10BH4FXU,Nothing to Improve.,None
A2LV5QYHH24OMY,its slow,Latency
A312KFQ78WB3A4,lower prices,Price
A2LV5QYHH24OMY,cheaper cloths,Price
A34M93NJC830DP,go away,None
A2LV5QYHH24OMY,get larger sizes!,Size
A2BWMYV8JU7RO4,More younger looking styles for teenagers who still havent gone on to that older look.,Range
A2I3Y0L38HMQLZ,easy to use,Navigation
A2QN0EGBRGJU1M,ggggggggggggggggggggg,None
A34M93NJC830DP,i like it,None
A2LV5QYHH24OMY,nothing,None
A2QN0EGBRGJU1M,not having to put code in for free delivery make it automatic,MoreFunc
A2LV5QYHH24OMY,you should add more colors !,Range
A2LV5QYHH24OMY,it's clean with a good layout,Navigation
A2LV5QYHH24OMY,Maybe lower prices?,Price
A2IU1B0EVVB3CF,cheaper delivery charges from some of the boutiques.,Delivery
A312KFQ78WB3A4,lower prices,Price
A312KFQ78WB3A4,love it,None
A2I3Y0L38HMQLZ,it's a bit expensive,Price
A2LV5QYHH24OMY,inseam lengths for pspr raw selvage denim jeans?,Size
A2I3Y0L38HMQLZ,and dont think your not gonna earn as much money&#44; trust me you will cause you will have alot of customers:) please take my idea into consideration and lower the prices,Price
A2LV5QYHH24OMY,it's very clear&#44; and easy to find what you want:),Navigation
A312KFQ78WB3A4,too expensive,Price
A2I3Y0L38HMQLZ,you could improve: when you add something to the basket and then go back to carry on looking it doesnt show straight away in the corner that its saved to the basket?,MoreFunc
AVX3SWFMBEPMZ,You could make the clothes a bit cheaper; you make too much of a profit.,Price
A312KFQ78WB3A4,work in great sportswear and my life's needs are mainly in that realm as well.,None
A2QN0EGBRGJU1M,Rubbish this is my third attempt and its so slow Im going to buy the bag on another website.,Latency
AVX3SWFMBEPMZ,get cheaper,Price
A2LV5QYHH24OMY,lower the prices,Price
A2I3Y0L38HMQLZ,I like the view all option and general ease of browsing.,Navigation
A312KFQ78WB3A4,Bring back the wish list feature,MoreFunc
A2I3Y0L38HMQLZ,MAKE IT CHEAPER,Price
A1KYGP10BH4FXU,I like that it tells me what is new in this week so I am on track with the latest trends and the site is easy to navigate around.,Navigation
A312KFQ78WB3A4,its great,None
A2I3Y0L38HMQLZ,Get more stock when sold out - Rebel Raglan By Rebel Republic please,Stock
A2LV5QYHH24OMY,the speed that the ietms load up on page,Latency
A2LV5QYHH24OMY,cheaper next day delivery or free delivery (standard) when you spend 40-50 pound instead of £75,Delivery
A2LV5QYHH24OMY,be able to easily access a wish list,MoreFunc
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,FUCK YOU RESTOCK YOUR SHIT FASTER!!!,Stock
A1KYGP10BH4FXU,lower the prices!!!!!!,Price
A312KFQ78WB3A4,the prices,Price
AVX3SWFMBEPMZ,great site!,None
A34M93NJC830DP,go away,None
A15MK127K9F2DZ,Great site.,None
A2LV5QYHH24OMY,quicker to load when trying to view 200 items,Latency
A2I3Y0L38HMQLZ,Easy to use.,Navigation
A312KFQ78WB3A4,too expensive,Price
A2I3Y0L38HMQLZ,coats,Range
A2LV5QYHH24OMY,search trousers by length,Size|MoreFunc
A2LV5QYHH24OMY,cheaper prices,Price
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,Show store opening hours when you click on a store location,MoreFunc
A2BWMYV8JU7RO4,pictures of clothes on models to see how they properly fit,Images
A2I3Y0L38HMQLZ,Nothing!,None
A2LV5QYHH24OMY,i like the zoom tool&#44; and the other clothes matched with the item in the photos,Images|Navigation
