pv_id,global_user_id,time,declaration
h70zjp1u04255h,1347483971308.383602,1347487999224,I just lost the contents of my shopping basket :(
h9d6pe5ljw00csz,1352579153382.101470,1352579285832,You could be cheaper
80,ts1320157334480,1320157334480,Cheaper products
hd4qlq0hzfm9d8g,1360775430013.490390,1360775540546,pay tax
627a9c92-2b56-11e1-bfcf-7d54b834793f,1324418581692.557661,1324418675972,Not impressed that i ordered a skirt only to receive an e mail a day later to say it was out of stock!
hapy8b1gyokuwm,1328386977456.966614,1355527835893,more winter coats
hacgcups6j55a3a,1352881747028.767042,1354711709063,i like the site
gw2zqnfl0lsd3qlc8,1323664541859.107e6f05def0,1323664692684,prices are too much :(
hafp42q35xab0q7,1354898970250.329471,1354907757767,nothing all good
hffce903em81l4,1365770129290.159083,1365770589733,Logging in
hdyojdkjn8ux9r7,1362585985961.460614,1362586095690,Free delivery on all orders
hckyjad2ogawt67n,1359579342570.462403,1359579678484,i also like the way you can check in store to see if an outfit is in stock.
h0xzy91cekgekgekg,1334245678070.146508,1334246693173,deliver to usa
hbrufci52bobtxm,1357819082525.836330,1357819138317,have a 'shop in sale' and then 'shop sale by size' option
helnb3ps51a4w45,1363546804138.773256,1363974661276,i love your website it is amazing
hen6rw8mmos330,1364067699123.18163,1364068083383,I like how there are lots of images of each item.
hb496px05oc0p2,1349028030581.757516,1356392933925,make the clothes cheaper
hb717lye220tk47,1356438206545.449283,1356560745308,lower the prices
931,sf1320157334480,1320157334480,Yes&#44; of course delivery is factored in&#44;
hcm24nkzuga5d4b,1359645975218.408040,1359646154454,make your clothes cheaper and larger (one size will do im not that enourmous)
h0v206w9ekgekgekg,1317479602492.613927,1334068661455,Your creating account page is VERY slow and freezes ALOT
1180,sf1320157334480,1320157334480,Add a search box
h8uezczx8xf8o5i,1351443312356.859214,1351444322272,nothing you guys are great!!
hd8ijfpq8f4e3w8,1361003789141.895234,1361003842565,Clothes cost way too much
h5ebec6r4p9p8xb,1343940230579.d3f53345b617,1343944279553,At least you communicate and reply to queries.
hb7ia7jnzlrpj1,1356579634725.229590,1356589436000,I like the scrolling views of the clothes.
h76laryt4whcerak5,1347826671765.464352,1347826893711,It would be nice if you actually had the stuff in stock that you are advertising!!!!!!!!!!!!
hdwaj9i4coeg70i,1362441451488.620374,1362442584416,lower your prices
h9qyibon2ih3yrvw,1353411784487.364602,1353412659926,lower your prices thanks.
h0ga8rszekgekgekg,1333175277291.a4d7a41224c2,1333175539710,Please deliver to the US!!!
h5iduisrxxm488z3p,1344185972880.e4fcfbfca8ce,1344187204228,i like the layout and the amount of products you can see on a page.
hcp46vh44jj85e63,1359830826231.374720,1359830892410,free p& p
h9z0j1vkx53g06t,1353899036197.793094,1353899524495,IT'S A SCARF WHY IS IT 500$?!
h0e0mw92ekgekgekg,1333038384323.99339,1333038375682,Make it more colorful!
19ae8a9b-6a07-11e1-be37-7f7e2420b583,1331310926967.563242,1331311621667,decrease your prices!
h8e5k8b2gnlq72fu0,1350460898600.131438,1350464216924,Could safe some precious time looking through it.
gze5h7nls3k7mh26q,1315662863019.48585,1330870290557,It would be better by having the option to delete more than 1 item from shopping bag at once and also to be able to select more than one option from each column when browsing clothes e.g.
h7kn9gb71gxa346u,1348676565069.441120,1348676916236,nothing the site is gr8 you could drop the prices a bit and thats all i have to say really other than that good job!!
924,sf1320157334480,1320157334480,It's bright&#44; colorful&#44; prices are clear and it seems a simple process.Just waiting for delivery now and for feed back from relative.
966,sf1320157334480,1320157334480,it's not easy to find.
gzhdibryexupdbf6l,1331064605643.133436,1331065378660,hgttftftftvnxknvknvknvk kmckvmkvkmc  cjcllclvm ckkfkfkf v.mmvnvkkf.
h7mqkr4d4lacuc,1348803160136.478416,1348803278449,Very nice.
h286whr8skqiggjsq,1337039177048.858263,1337039914933,get a ton of the willow wedge zip front boots back in please!!!!!!
hdks3b9fpv967r,1361745456414.497088,1361745524568,have a puma suede sale ;)
hddfj6auh4lls9,1340048164948.571005,1361301133352,get more mens trainers in smaller sizes
hdgd6dmclxr02w,1361478503015.877022,1361478533785,I never get confirmation emails when I get a product delivered to store
h6a1hf64m2lkii,1345858555627.817988,1345858719035,top and blouses
heyoctaider9u62i,1364762485884.538264,1364762745662,It's great!
709,ts1320157334480,1320157334480,Show items priced in the currency of the shipping country
hf7hos1fasrw8jj,1365295316770.610765,1365295516126,More sale because everything is expensive lol
hdypq98sbltf00,1355161829254.93183,1362588254237,I think your website is amazing!!!!
993,sf1320157334480,1320157334480,hi include a telephone number     are the chocolates for ??9 99  plain or milk ?
hb9c50egwxp6nj,1356699684985.335796,1356700075310,I'm confused.
h431vqol807c86,1341081336946.513128,1341082617219,I like your clothes
hf9icv2q9mahqp3,1364415764620.755446,1365417843069,I like the shoes
ha348ovutvm4xz,1354147124634.140675,1354147516134,make the shoes cheaper!!!!!!!
49820a11-4ac4-11e1-a5df-0fd6217172d8,1327874136618.976241,1327874375971,A little slow
hdeuduq7539g4st,1357498984749.256660,1361386561483,mobile purchase did not get an email confirmation ended up with three jumpers by mistake
hf2fyqf2iw6mqk,1364990271918.958629,1364990400007,That good I like about make film function
hf1omye1wd0xbag,1364925905396.821675,1364944643964,i think you have some good t-shirt designs.
h8xhv3m3f7ap29fx,1351540485103.276699,1351630574348,sort out pricing
hdngqe585h5gn5s,1361907727954.30371,1361908045613,Why in your shop do you have more colors.
1309,sp1320157334480,1320157334480,get more pencil cases
bfdbce13-1fc4-11e1-a55f-153008dbb1aa,1323141654827.8ebb98c68cd8,1323151262747,I think you guys are doing great!!
h37cwep2ekgekgekg,1338640917037.902602,1339166046311,good & clear.
h5buua4ukk52oe,1343791293050.85449,1343791849284,I dislike the white background.
h37i20qiy22k7wv,1328123242113.861483,1339174761677,all of the clothes are way too pricey!!
hbquvwqeq9h1g,1357759131386.419349,1357759461866,lower the prices i cant afford anything
h8w4h7wxbnoqm0x,1351547102446.610791,1351547635979,Make stuff more reasonable
731a8ddf-7020-11e1-a8ef-f55f2646140e,1331659707458.317197,1331982063310,please make the clothes cheaper
hd6bqwuu7z9345i,1360673574143.994664,1360871510137,i love the ting and i hate the ting
h2jagvnzl3xl3l,1337710759926.787278,1337710831091,price is too high
hb6t2vgl4x1ap8g,1356543933574.789954,1356547096989,more 20% off student events
hdrpqrr0vl0x591f,1361999304519.543821,1362164849330,to make things more easier to find.
hett2hu875tsxvb,1364468035310.29220,1364468144741,Make them cheaper
861,sf1320157334480,1320157334480,There is no point in showing pictures of lovely flowers if the wrong ones are delivered
hbakn3poaytbda,1356774714902.906872,1356774840092,The layou
h0vdgxdeekgekgekg,1334046378734.272117,1334088014105,sometimes slow.
h8j7skonb1kha0rrt,1348846270643.672217,1350767817275,price
hek1kmih9r99wvn,1363877688295.980038,1363877601705,nothing
h4vlih4vb721vo,1342807515061.813506,1342808564705,delivery!
h7n0n5cu28twzs,1348819398840.4696,1348820115399,nothing
hb7s21gzaxessi,1356605665161.668405,1356692197118,o cess
he2ochrqlxzfny,1362827560796.640511,1362827607846,nothing - i love you just the way you are ;)
1553,sp1320157334480,1320157334480,This site is with very nice design :)
1341,sp1320157334480,1320157334480,You need to improve the search engine for items and then enable proper comparison
h7631qrj3ew3na2,1347696072563.692096,1347796943593,Make it available to buy different colour laces for shoes such as nike blazers please:--)
halemf0ira8f1tf,1355071231907.482654,1355253030844,I would like to know what country I am dealing with
h02ysq2nekgekgekg,1328611729073.3297a93e044a,1332370418145,Please lower the prices.
h7rudyd2n4cq6qa,1349111881336.9705,1349111998671,Shoe opening times of stores
heys0yuajo1d7h9,1364768333332.445842,1364768780692,better fitting sizes and/or bigger sizes!
h16mm2t8ekgekgekg,1334767877469.985886,1334768763889,everything is ok ))
hf53rfb8ktbb4q,1364545748673.604898,1365151223163,prices are out of date- some items are on sale on other websites
hbavpacicvy4jjq,1356785059193.119295,1356793360935,make the prices bigger when scrolling through the clothes!
hc6qji2nhu5vcvf,1358719545411.400844,1358719625916,there is nothing about jeans or chinos on the homepage
h5zumb5wa0n8ja7,1335906057749.67577fa32734,1345242604048,change the categories...
hd0rztx3i3hb0h,1350120482800.900927,1360536075095,you should add more photos of different angles of the shoes and not just 1 photo because we wanna see the shoe better
hflb4urhkzwv7s,1366131002139.547768,1366130997621,free returns & exchanges!
h48rdkivekgekgekg,1341427585928.10d6e6a6b397,1341427958271,Next day delivery
h6gv6cw26dlar46l,1346263797711.597870,1346271432840,I like the site
1480,sp1320157334480,1320157334480,Prices for black and white and colour printing would be good - I'm not registering for something till I know it's worth my while&#44; and it appears you can't find out these details until you register
hc7nvb0h3abuy6,1358775459564.463152,1358775648017,prices are too high
h5i9wrr88it6y9,1344178609097.235344,1344179987932,heels - size 9 please.
hdd0hp39zy4i1,1361275440450.880524,1361276016386,you should get models to try on the clothes and model them.
hbqx3ymm47q3x2i,1357763013262.61662,1357763283138,why do you have stock on line then when you go to buy it it is out of stock?
h34rwl0aekgekgekg,1339009384204.100091,1339009829713,very informative and easy to navigate
hbxvjbqadon5r54,1358183727393.746402,1358184098001,make sure the layeout and your design is nic
hee27kirha39rp,1363515972225.165923,1363516056427,I like it's simplicity and layout.
hfo3ougrhycs03m,1330464760219.717203,1366300103526,other than that a brilliant site.
h5y3y6o9klpvy,1345137179176.646a3a087198,1345137226662,nothing
hfms5jqsdta2gs4,1366219999698.920209,1366220243291,Nothing you could improve on.
h9rmolrnb2cpdgp,1353452516913.305373,1353398447823,just think great
h7f4oxjj7j586n9,1348343104346.4e3e4f25753d,1348343192072,Mens XS Please....
h0gli6t2ekgekgekg,1317062966281.577116,1333194414049,Make clothes cheaper!
h01g3sqdkfazymr9b,1315567724545.782871,1332278372793,Navigation is easy and simple.
hde45v11zq93nn,1361342405505.79171,1361284879392,LOVE IT!
h0fgkinq5k9g4njgz,1333125613411.e50d6e382d92,1333125701070,the price!!
hdgo7mgb20sada8,1360187430253.68231,1361497105932,every dress should be worn by a model
h37o691hbmq3oh,1336039617742.291731,1339185680765,ur website is amazing.
hb546acvbgtcg93,1356444732292.855631,1356444759907,better clothes :)
7ff30ccc-658b-11e1-9e6f-336df5729c8e,1315599249499.803769,1330818657225,I would like to have a saved items or a saved shopping bag!!
hcufz8tmvfh7tb,1360152731015.774601,1360153944406,get better clothes?
he7c09trtm6xye,1363109168578.192694,1363109253179,ulgly ballet pumps..
1395,sp1320157334480,1320157334480,It took too long to discover what your delivery terms were in spite of the free delivery to store (all at least 50 miles from the target address in Berwick) flag (surely that should be clickable to turn up a full explanation of delivery options and terms) and that I had to read quite a long way down to discover it may take 5 weeks to deliver furniture.
her72b7iahx34dwo,1364297566509.5132,1364316057881,make the prices cheaper!!
h90w26lyptt6yv,1351786931930.561084,1351836011200,when I come to registration and to do the payment there is no option for South Africa for the Billing Address.
hcnve1za0aya20mw,1359754793826.785532,1359755676439,Always on Trend!!
hb2usysik7tt00b,1356308054854.286652,1356308207767,I LOVE IT!
hb844hisn19r9hk,1350197662269.374464,1356626080369,be cheaper
hcdt5wlyv5bg7r,1359147222355.399302,1359147332087,Just got here...
hbwqgfb9nouye1,1358114529640.213318,1358114812283,Please do not show out of stock items
hbfn10gtjcoys3,1357080977480.356382,1357081124791,I like the layout.
hdm56941poje4h,1356203631357.915290,1361828040801,LOWER THE PRICES
haqj64fprvrncd,1355562780638.172545,1355563101571,make your prices less expensive because that is what puts people to shop here alot like they would at new look and h&m for example
h91xf3ovokyeb,1346318342627.828199,1351898621127,all the bigger sizes are already gone :(  Can't you get more size 14 and 16 please?
h377j5brekgekgekg,1339156739575.506163,1339157867025,make a shoe that has cats on it
haseiadn5izh2q,1355676004794.182679,1355676096867,You could offer sizes above 16 in your tall range .......
289,ts1320157334480,1320157334480,i understand that is not possible because you already add loads anyway (im just greedy) :-)
hf8mdxifn5tunm,1365363785999.526040,1365363887429,deliver to channel islands
1307,sp1320157334480,1320157334480,get mini white boards in stock please  it will help us with our work :( from furzeplatt senior school :)
h4g2jv7s4hmipzr,1325000368064.75367,1341869748136,introduce free delivery to nearest store
1464,sp1320157334480,1320157334480,online stock checker for local store
hfnp6zlxdft8vk,1342027812053.388201,1366275593375,Nothing ITS AMAZING x
hckbdlat7jc3p5,1356979802375.904192,1359540663052,great clothing and prices
09150104-136d-11e1-b9d2-6734ec18b1f7,1321371865017.875348,1321789540060,Additional option for students - Discounts for them
h7z83tw40a6b0r9,1349558197776.923300,1349558317343,woah the prices rock!
hd1x5pv2t8ji6uo,1360605121477.958716,1360605261485,i like the layout and the accessibility
h00wq0t3ekgekgekg,1332245298680.371369,1332245821603,Give a description of the item and make suggestions as to what to wear the item with.
haeicl3nh7ri4j,1354835644307.272322,1354836035688,It's very fast and organized.
h472qiw34nlqy7,1341325697788.289716,1341325989001,everything
h06ugotzekgekgekg,1332531695007.317610,1332604789644,more brands
h85a4udlmzqi4f,1343894206017.218940,1349925119352,the prices are still in pounds even when you ship to worldwide!
hex358iwbg9nu9,1364665847870.845864,1364667005180,make everything every size
heugcb6p2g486as,1364506988881.487331,1364507315263,ABSOLUTELY RIDICULOUS.
hfnla0idj0q4rf,1366096229847.176720,1366154273824,when something it's sold out you should send a email when the item it's back again
gw7wjqd55hs08wj9b,1323959466635.40832,1323961691078,it is very good
h0e1tef3ekgekgekg,1333039178843.90712,1333040378958,nothing every things fine
hddcgv54ow71c8z,1361001416053.786955,1361296310114,It's great!
hfg7jon755no16eu,1365822634250.658842,1365822774808,the store directory is really difficult to scroll.
gzo8g9eavbheraqth,1331477286931.119803,1331479970794,add a wish list section for things you intend to purchase in the future.
hcq4b1mew1mv98q,1359891206888.685936,1359891599452,Other languages than just English (and pounds)
hcte50ufl9duvt,1360089389126.377554,1360089885439,SALE PLEASE
